AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
36,16-May-18,Assistant Professor,127400,Electrical & Computer Engr.,Asst Professor
41,16-Aug-05,Assistant Professor,108197,Civil Const & Environ Engineer,Asst Professor
68,1-Jul-95,Professor,239454,Nuclear Engineering,Professor
42,3-Jun-22,Custodian / Housekeeper,33099,Housekeeping Svcs-Reg3,Building Environmental Technic
44,1-Jan-18,Assistant Professor,99706,Entomology & Plant Pathology,Asst Professor
33,16-Sep-14,"Technical / Creative Design Professional, Specialist",67246,Landscape Architecture,Multimedia Specialist
27,14-Jan-19,"IT Database Professional, Data Administrator",105218,Friday Institute,IT Bus Intelli/Data AnalysisII
44,8-Jul-13,Veterinary Technician,66400,CVM Teaching Hospital,Medical Support Tech - Shift
48,18-Sep-23,"Human Resources Professional, Employment Unit Supervisor",85000,UHR Talent Acquisition and Emp,Human Resources Manager
31,21-Jan-15,"IT Applications Professional, Project Mgr",75588,Enterprise Application Svcs,IT Business Systems Analyst I
60,1-May-19,Custodian / Housekeeper,33584,Housekeeping Svcs-Reg3,Building Environmental Technic
59,1-May-19,Custodian / Housekeeper,34423,Housekeeping Svcs-Reg3,Building Enviro Tech'n - Shift
49,10-Jan-23,"Development / Fundraising Professional, Major Gifts Sr.",109200,College of Sciences - Dean,Director of Philanthropy I
30,30-Jun-14,Skilled Craft Worker,61098,BM&O-CBC,Facilities Maint Tech - Mechan
42,29-May-12,"IT Applications Professional, Programmer Analyst Sr.",128236,DELTA,Bus & Tech App Specialist
40,21-Oct-19,Equal Opportunity / Diversity Professional,114920,OIED Administration,Director
67,19-Nov-85,"IT Systems Support Professional, Systems Programmer Sr.",99611,Libraries,Systems Programmer/Specialist
49,25-Jun-07,"Extension / Engagement / Public Service Professional, Industrial",88211,IES Engineering & Technology,Extension Specialist
60,15-Nov-93,Accounting Assistant,53340,College Of Veterinary Medicine,Accounting Technician
40,23-Apr-19,"Research Professional, Life Sciences, Research Associate",68649,Crop & Soil Sciences,Research Assoc
25,30-May-18,Academic Services Professional,50053,College of Design,Coordinator
41,23-Jul-15,Foodservice Lead/Supervisor,45760,Dining and Catering Operations,Food Service Supervisor-Shift
29,13-Aug-19,Library Paraprofessional,55278,Libraries,University Library Specalist
57,13-Jun-94,Fiscal Affairs Paraprofessional,58520,Info Tech & Eng Computer Svcs,Business Services Coordinator
64,1-Sep-10,Office / Admin Support / Clerical Manager,39260,Transportation,Admin Support Assoc - Shift
57,1-Jan-88,Extension / Engagement / Public Service Professional,72905,South Central District - Cumbe,"Asst Extension Agent [11,25]"
62,16-Aug-90,Associate Professor,96398,Graphic & Industrial Design,Assoc Professor
64,3-Jun-80,Student Services Coordinator,56463,Chemical & Biomolecular Engr,Student Services Specialist
53,14-Jan-08,Event / Conference Management Professional,72800,Office for Faculty Excellence,University Program Specialist
45,10-Jul-23,"IT Client Support Professional, Specialist",76465,College of Design,IT Integration & Sol. Prof. II
77,10-Apr-17,Transportation Coordinator,47840,G&BS-Motor Pool,Administrative Support Spec
59,2-Sep-13,Instrument Maker,78000,Biological And Agricultural En,Specialty Trades Technician
61,18-Jul-94,Instrument Maker,63153,Institute For Trans Research &,Research Asst
51,13-Sep-10,General Maintenance Lead/Supervisor,75199,BM&O-Centennial Campus,Facilities Maint Supervisor
31,12-Jan-22,Student Services Coordinator,48007,College of Design,Student Services Specialist
29,28-Sep-20,"Academic Advising Professional, Advisor/Coordinator",67600,MBA Program-Poole COM,Asst Director
50,1-Jul-03,Professor,123678,Mathematics,Professor
49,28-Dec-98,Executive Assistant,51856,Acad Sup Prog For Stu Athl,Executive Assistant
40,1-Jul-22,Assistant Professor,106080,Biological Sciences,Asst Professor
29,14-Aug-14,Administrative Assistant,49920,Personal Org. Development,University Program Associate
45,3-Jun-19,Extension / Engagement / Public Service Professional,52225,Northeast District - Bertie,Asst Extension Agent [04]
36,1-Mar-21,Sponsored Contracts / Grants Administration Professional,61434,CALS Business Office,Pre-Award Consultant
41,1-Jan-17,Associate Professor,121364,For & Envir Res Acad Research,Assoc Professor
34,1-Jun-22,Extension / Engagement / Public Service Professional,44671,West District - Cherokee,Asst Extension Agent [04]
44,27-Jun-05,Field Faculty AC,71566,West District - Buncombe,Extension Agent [08]
73,1-Apr-06,"Engineer, Electrical/Electronic",91494,Capital Project Management,Engineer
52,1-Jan-05,Extension / Engagement / Public Service Professional,71272,Sea Grant Program,Specialist
47,20-Jan-15,IT Systems Support Professional,67600,CALS IT,IT Integration & Sol. Prof. I
27,17-Jul-23,"Academic Advising Professional, Advisor/Coordinator",58200,Sociology & Anthropology,Grad Academic Advisor Coord
88,1-Aug-94,Professor,125820,ELPHD,Professor
32,21-Mar-22,"Engineer, Mechanical Systems",86919,Const Svcs-Contracted Const,Engineer
22,9-Jan-23,Electronic Equipment Mechanic,46800,BM&O-Central Shops,Electronics Specalist
41,1-Aug-15,Assistant Professor,62400,Psychology,Asst Teaching Prof of Psych
41,25-Oct-21,"IT Applications Professional, Programmer Analyst Sr.",115310,Enterprise Application Svcs,IT Analyst/Programmer III
52,27-Nov-99,"Business Operations Professional, Dept Business Mgr",109418,Biomedical Program - ENG,Assoc Chair for Administration
59,5-Jun-18,Executive Assistant,65520,Interdisciplinary Programs-SVP,Executive Assistant
64,22-Oct-12,"Manager, Campus Custodial / Housekeeping",111481,Housekeeping Svcs-Reg3,Business Manager
34,27-Jan-18,Assistant Professor,82748,Landscape Architecture,Asst Research Professor
43,13-Jun-16,Administrative Assistant,45209,College of Sciences - Dean,Administrative Support Spec
76,1-Feb-76,Engineering Technical/Paraprofessional,58905,Minerals Research Laboratory,Engineering/Architectual Tech
46,1-Dec-98,Assistant Professor,93990,Engineering-Academic Affairs,Teaching Asst Professor
25,1-Jun-21,Administrative Assistant,52434,Engineering-Academic Affairs,Administrative Support Spec
31,3-Jun-19,Animal Care Technician,54080,CVM Teaching Hospital,Medical Support Tech - Shift
75,16-Aug-88,Professor,224857,Electrical & Computer Engr.,Professor
69,1-Dec-98,Assistant Professor,103860,Computer Science-engr,Teaching Asst Professor
38,18-Jun-12,Assistant Professor,142926,Dept Molecular Biomedical Scie,Asst Professor
32,27-Mar-17,Research Asst/Technician/Technologist,42071,Lower Coastal Plain Tobacco Re,Research Technician-Nonexempt
46,1-Jul-99,Administrative / Office / Clerical Lead,46810,West District - Haywood,COSS Administrative Assistant
40,15-Oct-08,"Student Activities Professional, Officer",79040,Office of International Svcs,Assoc Director
37,1-Jul-21,Assistant Professor,59902,Health and Exercise Studies,Asst Teaching Professor
24,1-Jun-20,Extension / Engagement / Public Service Professional,46344,Southeast District - Johnston,Asst Extension Agent [11]
24,2-Aug-23,Administrative Assistant,38500,Student Conduct,Administrative Support Assoc
58,29-Aug-08,"IT Systems Support Professional, Systems Programmer Supervisor",129975,Shared Services,Information Technology Mgr
57,28-Nov-00,Administrative Assistant,41926,CVM Teaching Hospital,Admin Support Spec - Shift
41,23-Jan-17,Veterinary Technician,54080,CVM Teaching Hospital,Medical Support Tech - Shift
55,23-Aug-04,Custodian / Housekeeper,35463,Housekeeping Svcs-Reg3,Building Environmental Technic
27,5-Jul-22,"Laboratory Professional, Vet Research Operations",73840,CVM Teaching Hospital,Medical Laboratory Supervisor
46,16-Aug-06,"Research Professional, Life Sciences, Senior Research Scholar",93972,Genomics Research Lab,Senior Research Scholar
42,8-Jul-13,"Research Professional, Biological Sciences",62400,Center on GES,Research Assoc
48,12-Jan-15,Custodian / Housekeeper,34423,Housekeeping Svcs-Reg3,Building Environmental Technic
35,1-Aug-11,"Human Resources Professional, Class & Comp Specialist",83200,HR Classification and Comp,Human Resources Consultant
45,21-May-01,"Extension / Engagement / Public Service Professional, Agricultural",78000,Kannapolis Research,Extension Assoc
33,30-Jul-19,Custodian / Housekeeper,34423,Housekeeping Svcs-Reg2,Building Environmental Technic
26,23-Sep-15,Research Asst/Technician/Technologist,45516,Entomology & Plant Pathology,Research Technician-Nonexempt
36,15-Apr-20,Assistant Professor,125840,Electrical & Computer Engr.,Asst Professor
40,7-Aug-19,"Librarian AC, Cataloger/Metadata",87861,Libraries,Librarian
24,21-Mar-22,"IT Database Professional, Data Administrator",93600,UHR-Info Mgmt & Analytics,IT Bus Intelli/Data AnalysisII
55,3-Jan-05,Field Faculty AC,65136,Southeast District - Carteret,"Ext County Dir [01,13,05]"
48,5-Dec-17,Custodian / Housekeeper,34423,Housekeeping Svcs-Reg2-Res Hal,Building Environmental Technic
54,1-Jun-01,Professor,213200,Ag & Resource Economics,Director
29,28-Aug-23,Skilled Craft Worker,51349,BM&O-CBC,Facilities Maint Tech - Mechan
44,18-Sep-17,"Research Professional, Life Sciences, Research Assistant",45000,For & Envir Res Acad Research,Research Asst
68,1-Jan-91,Professor,152551,Electrical & Computer Engr.,Professor
65,1-Dec-98,Professor,98800,Ctr. for Geospatial Analytics,Teaching Professor
32,6-Jan-14,Administrative Assistant,60894,Friday Institute,University Program Specialist
43,16-Aug-05,"Research Professional, Social Sciences,  Senior Research Scholar",88804,Psychology,Senior Research Scholar
23,15-May-19,Extension / Engagement / Public Service Professional,46329,Southeast District- Bladen,Asst Extension Agent [13]
33,19-Jun-23,"Student Housing Professional, Housing Officer/Residence Life",66560,Residential Learning Academic,Director
38,5-Jun-07,Extension / Engagement / Public Service Professional,61683,North Central District- Davids,Assoc Extension Agent [03]
59,11-Dec-06,"Extension / Engagement / Public Service Professional, Industrial",92670,IES Engineering & Technology,Asst Director
54,16-Mar-20,"Lead HR Officer, College/ Division",91186,Ofc of Research & Innovation,Human Resources Consultant
55,1-Jul-12,Professor,156067,"Parks, Recreation & Tourism Mg",Professor
42,21-Aug-00,"IT Systems Support Professional, Systems Programmer",93861,Advanced Analytics,IT System Administrator I
39,1-Dec-16,Administrative / Office / Clerical Lead,49326,Southeast District - Wayne,COSS Administrative Assistant
30,21-Oct-19,Veterinary Technician,59794,CVM Teaching Hospital,Medical Support Tech - Shift
57,19-Aug-19,Vehicle Mechanic,55120,G&BS-Fleet Services,Vehicle/Equipment Repair Tech
54,1-Dec-08,Functional Paraprofessional,40994,Northeast District - Halifax,Program Assistant [04]
59,1-Jul-04,Associate Professor,98585,ELPHD,Assoc Professor
36,3-Oct-16,Assistant Professor,105686,Civil Const & Environ Engineer,Asst Professor
61,1-Dec-96,"Assoc/Asst Dean, Forestry & Environmental Studies",154010,Forestry Extension,Assoc Dean - Natural Resources
20,20-Sep-21,Department Assistant,45000,Student Media,University Program Associate
48,2-Jun-15,General Maintenance Worker,46800,Libraries,Facilities Maint Tech - Bldg T
58,15-Nov-99,Administrative Assistant,52331,Crop & Soil Sciences,Administrative Support Special
62,28-Jun-99,"Laboratory Professional, Textiles Research Operations, Lab Coordinator",74662,Textile Extension,Research Operation Manager-Exe
31,1-Dec-21,"Development / Fundraising Professional, Major Gifts",88400,University Development,Assoc Dir of Corp Foundation
51,2-Jun-22,"Extension / Engagement / Public Service Professional, Industrial",83959,IES Engineering & Technology,Extension Specialist
45,9-Jan-01,Police / Public Safety Supervisor,79587,EHPS - Police Dept,Police Supervisor III
31,27-May-22,Assistant/Associate Coach-Swimming/Diving,35568,Swimming - Men & Women,Asst Coach - Swimming & Diving
34,3-Dec-18,Communications Specialist,68640,University Communications,Public Comm Specialist
29,30-Oct-23,Animal Care Technician,42500,Animal Resources,LAR/CPL Veterinary Technician
78,1-Jul-81,Professor,181620,"Textile Engineering, Chemistry",Professor
66,18-Dec-00,Athletics Professional,71715,Athletics - Administration,Director
66,25-Jun-01,Accounting Assistant,49516,Athletics - Administration,Accounting Technician
67,16-Aug-89,Professor,235970,Civil Const & Environ Engineer,Professor
51,1-Apr-97,Professor,114718,"Textile & Apparel, Technology",Professor
49,1-Sep-97,"Extension / Engagement / Public Service Professional, Industrial",121617,Electrical & Computer Engr.,Director
35,25-Mar-13,Student Affairs / Student Services Professional,63716,Student Leadership & Engagemt,Asst Director
29,13-Mar-23,Communications Specialist,49920,Engineering Communications,Public Comm Specialist
34,16-Apr-10,"Laboratory Professional, Life Sciences, Research Operations",65520,Crop & Soil Sciences,Research Operation Manager-Exe
58,1-Jun-98,Administrative Assistant,54816,Plant and Microbial Biology,Administrative Support Special
57,28-Jan-03,Administrative Assistant,44132,DELTA,Administrative Support Associa
46,16-Feb-15,Service / Maintenance Supervisor,73195,NC State Bookstores,Support Services Supervisor
61,6-Jun-94,Interior Design Professional,85984,Procurement Services,Interior Designer
50,1-Jan-18,Lecturer,65674,School of Social Work,Senior Lecturer
50,5-Jul-16,Communications Specialist,52000,4-H Youth Dev & Fam & Cons Sci,Public Comm Specialist
50,1-Aug-94,Professor,269639,Computer Science-engr,Professor
33,7-Feb-22,Grounds / Landscape Worker,39234,G&BS-Grounds,Horticultural Specialist
32,16-Dec-17,Pharmacy Technical/Paraprofessional,44132,CVM Teaching Hospital,Pharmacy Technician
34,1-Aug-13,"Student Housing Professional, Residence Hall Mgr (R&B Included)",73840,Residence Life,Asst Director
43,31-Jul-04,"Student Activities Professional, Officer",88131,Wellness and Recreation,Assoc Director
43,7-Jul-14,"Research Professional, Social Sciences,  Senior Research Scholar",83959,Center on GES,Senior Research Scholar
50,28-Jun-10,Associate Professor,128845,Electrical & Computer Engr.,Assoc Professor
65,2-Jan-20,"Chief Administrator, Major Center/Institute AD",228282,IR-4 Project,Executive Director
38,3-Jan-11,"Business Operations Professional, Dept Business Mgr",96470,Kannapolis Research,Director
47,1-May-23,Vice Provost,197600,EMAS-Enrollment Mgt & Services,VP Initiatives/Chief of Staff
42,1-Aug-06,Veterinary Technician,49515,CVM Teaching Hospital,Medical Support Tech - Shift
59,1-Jul-19,Assistant Professor,76128,ELPHD,Teaching Asst Professor
71,16-Aug-95,Professor,208442,"Mgmt, Innovation&Entrepreneur",Professor
48,1-Jan-99,Professor,210944,"Food,Bioprocess & Nutrition Sc",Professor
25,10-Feb-22,Administrative Assistant,39827,Campus Enterprises,Administrative Support Assoc
34,6-Jul-20,"Development / Fundraising Professional, Major Gifts Sr.",103334,University Development,Director of Philanthropy I
68,1-May-02,Professor,132824,Architecture,Professor
73,1-Jul-86,Administrative / Office / Clerical Lead,57258,South Central District- Cabarr,COSS Administrative Assistant
